-0.482724,0.124114
-0.542256,0.010618
-0.597052,-0.104321
-0.647390,-0.220593
-0.693570,-0.338082
-0.735955,-0.456661
-0.774941,-0.576198
-0.810931,-0.696563
-0.844345,-0.817625
-0.875628,-0.939251
-0.905252,-1.061304
-0.933669,-1.183655
-0.961240,-1.306204
-0.988290,-1.428864
-1.015134,-1.551550
-1.042038,-1.674193
-1.069206,-1.796742
-1.096778,-1.919163
-1.124845,-2.041435
-1.153458,-2.163548
-1.182641,-2.285499
-1.212395,-2.407290
-1.242708,-2.528927
-1.273561,-2.650416
-1.304929,-2.771766
-1.336785,-2.892985
-1.369101,-3.014081
-1.401852,-3.135062
-1.435013,-3.255935
-1.468560,-3.376705
-1.502470,-3.497379
-1.536717,-3.617963
-1.571271,-3.738466
-1.606093,-3.858896
-1.641133,-3.979265
-1.676325,-4.099590
-1.711589,-4.219890
-1.746824,-4.340190
-1.781920,-4.460518
-1.816758,-4.580903
-1.851224,-4.701374
-1.885215,-4.821958
-1.918694,-4.942664
-1.951719,-5.063478
-1.984382,-5.184378
-2.016783,-5.305338
-2.049041,-5.426329
-2.081305,-5.547312
-2.113711,-5.668253
-2.146117,-5.789190
-2.178283,-5.910184
-2.210102,-6.031266
-2.241558,-6.152443
-2.272821,-6.273671
-2.304050,-6.394909
-2.335248,-6.516159
-2.366379,-6.637431
-2.397149,-6.758807
-2.427094,-6.880417
-2.455805,-7.002380
-2.482889,-7.124811
-2.507901,-7.247857
-2.530318,-7.371635
-2.549584,-7.496487
-2.564893,-7.623238
-2.575087,-7.751975
-2.579587,-7.881810
-2.578094,-8.011765
-2.570635,-8.140723
-2.557693,-8.267710
-2.539677,-8.392078
-2.516963,-8.513336
-2.490022,-8.631163
-2.459328,-8.745448
-2.424548,-8.856185
-2.385173,-8.963416
-2.341014,-9.067276
-2.291813,-9.168508
-2.237246,-9.267810
-2.177139,-9.364903
-2.111480,-9.459168
-2.040410,-9.549934
-1.964231,-9.636486
-1.883392,-9.718132
-1.798480,-9.794244
-1.710133,-9.864342
-1.618810,-9.928253
-1.524837,-9.985950
-1.428470,-10.037428
-1.329848,-10.082682
-1.229066,-10.121639
-1.125692,-10.154386
-1.019065,-10.181105
-0.909115,-10.201490
-0.796119,-10.215053
-0.680529,-10.221342
-0.562968,-10.219934
-0.444203,-10.210438
-0.325086,-10.192478
-0.206893,-10.165724
-0.091282,-10.130002
0.020382,-10.085616
0.127020,-10.033389
0.227892,-9.974627
0.322677,-9.910762
0.411299,-9.843038
0.494158,-9.771422
0.572059,-9.695252
0.645320,-9.614384
0.714100,-9.528941
0.778503,-9.439051
0.838516,-9.344874
0.894070,-9.246627
0.945072,-9.144589
0.991440,-9.039095
1.033121,-8.930523
1.069797,-8.819208
1.101119,-8.705548
1.126968,-8.590023
1.147322,-8.473145
1.162286,-8.355079
1.172169,-8.235638
1.177113,-8.114863
1.177270,-7.992900
1.172835,-7.869954
1.164046,-7.746267
1.151218,-7.622089
1.134752,-7.497656
1.115138,-7.373166
1.092960,-7.248775
1.068896,-7.124581
1.043704,-7.000634
1.018204,-6.876944
0.993236,-6.753502
0.969575,-6.630311
0.947774,-6.507284
0.928306,-6.384212
0.911623,-6.260903
0.898068,-6.137210
0.887929,-6.013014
0.881435,-5.888220
0.878779,-5.762757
0.880124,-5.636542
0.885707,-5.509664
0.895834,-5.383018
0.910419,-5.257934
0.929060,-5.135581
0.951370,-5.017017
0.977055,-4.903009
1.005820,-4.794132
1.037383,-4.689626
1.071821,-4.586966
1.109432,-4.484341
1.150633,-4.381007
1.195769,-4.276437
1.245114,-4.170473
1.298825,-4.063215
1.356935,-3.954961
1.419348,-3.846143
1.485846,-3.737269
1.556102,-3.628873
1.629694,-3.521476
1.706114,-3.415551
1.784786,-3.311505
1.865015,-3.209551
1.946225,-3.109669
2.027965,-3.011728
2.109764,-2.915535
2.191150,-2.820839
2.271650,-2.727341
2.350800,-2.634700
2.428115,-2.542519
2.503120,-2.450380
2.575374,-2.357873
2.644490,-2.264616
2.710221,-2.170307
2.772471,-2.074705
2.831289,-1.977549
2.886778,-1.878580
2.939321,-1.777155
2.989510,-1.672416
3.037391,-1.564292
3.082627,-1.453178
3.125011,-1.339503
3.164379,-1.223791
3.199903,-1.106439
3.230560,-0.987939
3.255763,-0.868917
3.275018,-0.750515
3.287919,-0.633685
3.294546,-0.518636
3.295096,-0.405362
3.289733,-0.293758
3.278570,-0.183551
3.261618,-0.074267
3.238757,0.035064
3.209860,0.144717
3.174711,0.254075
3.133194,0.362475
3.085296,0.469201
3.031110,0.573525
2.970832,0.674733
2.904754,0.772142
2.833241,0.865110
2.756657,0.952997
2.675403,1.035192
2.589964,1.111180
2.500865,1.180545
2.408635,1.242999
2.313841,1.298402
2.216580,1.347068
2.116571,1.389496
2.013802,1.425648
1.908400,1.455226
1.800579,1.477860
1.690692,1.493154
1.579210,1.500845
1.466669,1.501030
1.353559,1.494099
1.240277,1.480505
1.127288,1.459957
1.015148,1.432152
0.904316,1.397324
0.795160,1.355810
0.687953,1.307970
0.582955,1.254195
0.480816,1.194800
0.382225,1.130180
0.287635,1.060865
0.197291,0.987358
0.111145,0.910034
0.029070,0.829065
-0.049646,0.743783
-0.126775,0.652992
-0.203055,0.556262
-0.277710,0.453913
-0.349821,0.346859
-0.418414,0.236422
